time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16
0	322.536181	0	-1082.91546	-1082.91546	-856.4063	1676188.98	1676330.39	3686.9063	3867.30155	30812.0417	30985.604	726302.6	726469.316	6018.61382	6176.68078	16039.0021	16232.8506	16208.8588	16393.6405
2	298.409987	0	-1126.12857	2141.21973	2102.73918	-984.726241	-1039.80857	19607.4106	19588.3524	283266.228	283256.397	4149.72316	4122.70315	-119.471725	-141.730676	-379.285313	-385.76314	218096.059	218085.867
4	297.152719	0	-1044.1974	17605.68	17747.0088	1227.36062	1183.43467	-353.82956	-360.761339	531036531.0	531036521.0	53051.589	53030.5452	-936.743157	-952.237402	-136.18046	-127.268763	-180.359705	-177.938527
6	295.836646	0	-1006.79766	8493989.04	8493949.71	2273831.15	2273781.3	5248597.48	5248582.43	53779399.8	53779390.1	146718193.0	146718174.0	16065622.8	16065599.1	-811.678236	-810.167657	-559.411471	-562.795437
8	301.531034	0	-1076.39427	-871.634136	-968.794274	47211.3104	47097.1013	3943.49986	3867.60279	853268.916	853186.292	11905574.2	11905482.2	8826.59384	8743.10722	14113.8929	14053.4782	30856198700000.0	30856198700000.0
10	296.954479	0	-946.187417	76573035000000.0	76573035000000.0	90902510300.0	90902510300.0	2053332110.0	2053332120.0	38875546300.0	38875546300.0	50486743300.0	50486743300.0	415003.814	414994.678	-766.534294	-749.557412	73.8478459	81.0680959
12	294.075728	0	-1088.54398	3498987.69	3499018.37	15927.5799	15834.1382	899.888427	847.813522	-821.697967	-885.683979	8071349.47	8071291.31	23397.5153	23334.4989	77253310.6	77253274.3	-757.443606	-797.750685
14	294.741129	0	-1067.90282	1022415.96	1022528.31	80347.2864	80273.7597	740613.259	740569.701	-810.204979	-865.042823	170951.829	170895.025	1204801980.0	1204801920.0	411652.317	411623.839	457372030.0	457371994.0
16	299.336754	0	-1082.69294	-901.765257	-975.092945	19512.1512	19423.347	1114.70126	1054.58208	-196.339553	-255.214905	-252.284115	-326.851827	1203.25674	1140.73825	660.944297	623.685107	528520236.0	528520195.0
18	295.485018	0	-1032.59545	6179.31401	6124.9271	-876.952808	-946.275446	1014.75679	981.139793	854076.375	854042.094	9316.6627	9271.30582	24619.6929	24581.3946	70405832.9	70405820.2	452900.966	452892.535
20	295.029794	0	-1042.87546	66922.6467	66816.8724	14145.2187	14029.7351	5041590.84	5041503.73	492438223.0	492438138.0	11263.6078	11173.3007	12110.4267	12028.3562	-780.655891	-846.245451	1741.89522	1670.76183
22	298.036252	0	-1046.77009	14284326200.0	14284326100.0	5316843270000000.0	5316843270000000.0	2560431700.0	2560431630.0	25917826200.0	25917826100.0	13119986000000.0	13119986000000.0	1552140.36	1552071.76	-789.721447	-850.140082	36220.9115	36161.2922
24	291.931159	0	-1095.8112	3697.66066	3742.62535	21082.8464	21008.9252	-22.7025646	-61.1565328	-843.050391	-892.951199	686.329026	631.254402	530.25784	487.853234	4817.1334	4793.9554	2875716.61	2875687.2
26	300.19115	0	-1102.30748	-943.025943	-994.70748	53708.3611	53644.5713	13384.7105	13351.4672	39788.2524	39755.7511	1247759.58	1247716.25	-410.351407	-452.308696	57666.6353	57647.6443	13525.6783	13499.7817
28	295.449505	0	-1091.3597	2618942.91	2618992.11	17768651.0	17768604.1	1839.44978	1811.90292	-858.572128	-888.499704	1040008.72	1039977.19	111269.474	111236.193	3812226.56	3812216.94	5528.17179	5516.12326
30	296.403515	0	-1114.25769	-957.605953	-1006.65769	21875.4344	21824.2641	3693.96936	3666.86556	21352220.0	21352200.9	17869.6802	17832.8944	3153517.26	3153481.68	-664.5637	-671.643116	36503229.0	36503214.7
32	296.737691	0	-1063.60666	40283.1411	40362.0079	31342534.1	31342515.1	87007737.3	87007753.8	-870.439912	-860.746654	384657.809	384662.851	24004.3632	24018.0788	101608.885	101640.518	-587.216705	-561.000141
